Ionization_Mode,DTXSID,CASRN,Preferred_Name,mean_RT,n_Repeated_Hits,DTXSID_Isomer,Observed_Isomer,Isomer_Number,Isomer_Order,Questionable_Hit,Corrected_HighConc,Corrected_MidConc,Corrected_LowConc,mean_High_Intensity,mean_Mid_Intensity,mean_Low_Intensity,std_High_Intensity,std_Mid_Intensity,std_Low_Intensity,RF_HighConc,RF_MedConc,RF_LowConc,RF_Average,SMILES,QSAR_READY_SMILES,Desalted SMILES,Desalted SMILES Mod,E QSPR,S QSPR,A QSPR,B QSPR,V,L QSPR,MW,Ncharges,C,Cl,N,O,S,F,P,H,Br,Si,I,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,log_RF_Average
Esi+,DTXSID8022111,709-98-8,Propanil,6.92,1,0,0,,,0,0.49,0.122,0.024,2610414,1172985,264939,,,,5327375.51,9614631.148,11039125,8660377.219,CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,1.18,1.38,0.38,0.5,1.4994,7.049,209.0084,0,9,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6.94
Esi+,DTXSID8022406,131-56-6,"2,4-Dihydroxybenzophenone",6.08,1,0,0,,,0,0.49,0.122,0.024,1585728,840773,211020,,,,3236179.592,6891581.967,8792500,6306753.853,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,1.62,1.57,0.82,0.66,1.5982,8.817,204.1373,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,2,6.8
Esi+,DTXSID8022828,4291-63-8,Cladribine,0.67,1,0,0,,,0,0.49,0.122,0.024,617583,125557,174886,,,,1260373.469,1029155.738,7286916.667,3192148.625,NC1=NC(Cl)=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,NC1=C2N=CN(C3CC(O)C(CO)O3)C2=NC(Cl)=N1,NC1=NC(Cl)=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,NC1=NC(Cl)=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,2.58,2.72,0.85,2.17,1.8173,11.183,276.61552,0,10,1,5,3,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,3,2,6.5
Esi+,DTXSID8023214,51-48-9,Levothyroxine,7.58,1,0,0,,,0,0.343,0.0854,0.0168,166440,49939,,,,,485247.8134,584765.808,,535006.8107,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,4.56,3.25,1.03,1.44,3.0713,16.62,766.79062,0,15,0,1,4,0,0,0,1,0,0,4,1,0,0,0,1,0,0,1,0,1,0,0,2,2,5.73
Esi+,DTXSID8023216,2/3/93,"3,5,3'-Triiodothyronine",6.35,1,0,0,,,0,0.441,0.1098,0.0216,146285,47217,,,,,331712.0181,430027.3224,,380869.6703,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,3.9,3.21,1.03,1.51,2.8131,14.912,639.88615,0,15,0,1,4,0,0,0,1,0,0,3,1,0,0,0,1,0,0,1,0,1,0,0,2,2,5.58
Esi+,DTXSID8023848,34256-82-1,Acetochlor,8.73,3,0,0,,,0,0.49,0.122,0.024,4224068,1323250,320754,638879,74449,330,8620546.939,10846311.48,13364750,10943869.47,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,1.16,1.24,0,1.17,2.1402,7.903,249.6083,0,14,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,7.04
Esi+,DTXSID8024072,957-51-7,Diphenamid,6.39,1,0,0,,,0,0.49,0.122,0.024,35529952,11682573,1943808,,,,72510106.12,95758795.08,80992000,83086967.07,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,1.64,1.85,0,1.15,2.0033,9.039,222.1773,0,16,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,7.92
Esi+,DTXSID8024107,59756-60-4,Fluridone,6.88,1,0,0,,,0,0.49,0.122,0.024,33400298,11974877,2003182,,,,68163873.47,98154729.51,83465916.67,83261506.55,CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,1.73,1.42,0,1.11,2.2845,10.02,315.2046096,0,19,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,7.92
Esi+,DTXSID8024109,66332-96-5,Flutolanil,8.33,3,0,0,,,0,0.49,0.122,0.024,35744529,12173168,2355074,3968682,1036389,61313,72948018.37,99780065.57,98128083.33,90285389.09,CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1,CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1,CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1,CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1,1.18,1.46,0.38,0.84,2.256,8.909,307.1826096,0,17,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,7.96
Esi+,DTXSID8024157,33820-53-0,Isopropalin,13.19,1,0,0,,,0,0.49,0.122,0.024,10503674,3003208,607237,,,,21436069.39,24616459.02,25301541.67,23784690.02,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,1.36,1.73,0,1.2,2.4327,9.743,286.1782,4,15,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7.38
Esi+,DTXSID8024159,82558-50-7,Isoxaben,8.29,1,0,0,,,0,0.49,0.122,0.024,34560020,11891885,2426112,,,,70530653.06,97474467.21,101088000,89697706.76,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,1.41,2.07,0.06,1.21,2.604,11.651,308.2036,0,18,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,7.95
Esi+,DTXSID8024238,19044-88-3,Oryzalin,8.95,1,0,0,,,0,0.49,0.122,0.024,387855,173876,44918,,,,791540.8163,1425213.115,1871583.333,1362779.088,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O,1.85,2.69,0.51,1.77,2.3907,11.037,328.2166,4,12,0,4,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6.13
Esi+,DTXSID8024280,60207-90-1,Propiconazole,9.93,,1,1,2,,,0.49,0.122,0.024,50144051,13230164,2842666,,,,102334798,108443967.2,118444416.7,109741060.6,CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,1.74,2.27,0,1.06,2.3429,10.498,325.0854,0,15,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,8.04
Esi+,DTXSID8024315,88671-89-0,Myclobutanil,8.24,1,0,0,,,0,0.49,0.122,0.024,9949659,4613848,1100529,,,,20305426.53,37818426.23,45855375,34659742.59,CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,1.56,2.1,0.05,0.77,2.2255,9.55,271.6403,0,15,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,7.54
Esi+,DTXSID8024523,63-05-8,"4-Androstene-3,17-dione",7.22,1,0,0,,,0,0.49,0.122,0.024,7505412,3419628,828295,,,,15317167.35,28029737.7,34512291.67,25953065.57,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,1.42,2.45,0,1.1,2.3397,10.507,263.22592,0,19,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,7.41
Esi+,DTXSID8025094,117-82-8,Di(2-methoxyethyl) phthalate,3.96,1,0,0,,,0,0.49,0.122,0.024,18310120,5968147,1136774,,,,37367591.84,48919237.7,47365583.33,44550804.29,COCCOC(=O)C1=C(C=CC=C1)C(=O)OCCOC,COCCOC(=O)C1=C(C=CC=C1)C(=O)OCCOC,COCCOC(=O)C1=C(C=CC=C1)C(=O)OCCOC,COCCOC(=O)C1=C(C=CC=C1)C(=O)OCCOC,0.77,1.95,0,1.66,2.1098,8.915,264.1462,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,7.65
Esi+,DTXSID8025670,90-33-5,4-Methylumbelliferone,2.28,1,0,0,,,0,0.49,0.122,0.024,6331192,2523022,482838,,,,12920800,20680508.2,20118250,17906519.4,CC1=CC(=O)OC2=C1C=CC(O)=C2,CC1=CC(=O)OC2=C1C=CC(O)=C2,CC1=CC(=O)OC2=C1C=CC(O)=C2,CC1=CC(=O)OC2=C1C=CC(O)=C2,1.38,1.59,0.62,0.84,1.2615,7.489,168.1052,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,7.25
Esi+,DTXSID8027086,141-23-1,Methyl 12-hydroxyoctadecanoate,14.4,1,0,0,,,0,0.49,0.122,0.024,3063963,988203,240974,,,,6252985.714,8100024.59,10040583.33,8131197.879,CCCCCCC(O)CCCCCCCCCCC(=O)OC,CCCCCCC(O)CCCCCCCCCCC(=O)OC,CCCCCCC(O)CCCCCCCCCCC(=O)OC,CCCCCCC(O)CCCCCCCCCCC(=O)OC,0.69,0.88,0.31,1.06,2.9188,10.63,276.2015,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.91
Esi+,DTXSID8029868,134523-00-5,Atorvastatin,8.19,1,0,0,,,0,0.4655,0.1159,0.0228,12066090,5151736,877419,,,,25920708.92,44449836.07,38483289.47,36284611.48,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CCC(O)CC(O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,3.53,3.85,1.56,2.86,4.2757,19.966,525.3777832,0,33,0,2,5,0,1,0,2,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,4,4,7.56
Esi+,DTXSID8030423,6051-87-2,"5,6-Benzoflavone",10.09,1,0,0,,,0,0.49,0.122,0.024,43905428,12558613,2548314,,,,89602914.29,102939450.8,106179750,99574038.37,O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,2.52,1.91,0.12,0.69,2.0387,11.576,260.2021,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,4,8
Esi+,DTXSID8032417,25311-71-1,Isofenphos,10.79,1,0,0,,,0,0.732,0.244,0.061,3893037,1424598,305663,,,,5318356.557,5838516.393,5010868.852,5389247.268,CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,1.14,1.41,0,1.47,2.6442,9.639,321.203562,0,15,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6.73
Esi+,DTXSID8032544,136-45-8,"Dipropyl 2,5-pyridinedicarboxylate",7.82,1,0,0,,,0,0.49,0.122,0.024,31899374,10320027,2210780,,,,65100763.27,84590385.25,92115833.33,80602327.28,CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC,CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC,CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC,CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC,0.77,1.38,0,0.92,1.9513,8.006,234.1434,0,13,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,7.91
Esi+,DTXSID8032548,114369-43-6,Fenbuconazole,9.02,1,0,0,,,0,0.49,0.122,0.024,9501526,5383237,1171209,,,,19390869.39,44124893.44,48800375,37438712.61,ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1,ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1,ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1,ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1,2.15,2.6,0.05,0.6,2.5515,11.731,319.6831,0,19,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,7.57
Esi+,DTXSID8032673,123343-16-8,Pyrithiobac-sodium,3.27,1,0,0,,,0,0.49,0.122,0.024,1798194,888124,204529,,,,3669783.673,7279704.918,8522041.667,6490510.086,[Na+].COC1=CC(OC)=NC(SC2=C(C([O-])=O)C(Cl)=CC=C2)=N1,COC1=CC(OC)=NC(SC2=C(C(O)=O)C(Cl)=CC=C2)=N1,COC1=CC(OC)=NC(SC2=C(C([O])=O)C(Cl)=CC=C2)=N1,COC1=CC(OC)=NC(SC2=C(C([O])=O)C(Cl)=CC=C2)=N1,1.95,1.71,0,1.23,2.1209,10.649,315.6681,0,13,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,6.81
Esi+,DTXSID8032675,35400-43-2,Sulprofos,11.95,,1,1,2,,,0.49,0.122,0.024,7687706,3027326,625613,,,,15689195.92,24814147.54,26067208.33,22190183.93,CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1,CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1,CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1,CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1,1.69,1.13,0,0.8,2.3743,10.005,303.295962,0,12,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.35
Esi+,DTXSID8034401,69327-76-0,Buprofezin,11.98,1,0,0,,,0,0.49,0.122,0.024,103003424,33947444,5974767,,,,210211069.4,278257737.7,248948625,245805810.7,CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,1.96,1.46,0,1.59,2.4524,9.794,282.2557,0,16,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,8.39
Esi+,DTXSID8034586,153233-91-1,Etoxazole,12.7,1,0,0,,,0,0.49,0.122,0.024,202070448,60896332,11811761,,,,412388669.4,499150262.3,492156708.3,467898546.7,CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F,CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F,CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F,CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F,1.17,1.34,0,1.38,2.6933,11.059,336.2270064,0,21,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,8.67
Esi+,DTXSID8034792,5259-88-1,Oxycarboxin,1.96,1,0,0,,,0,0.732,0.244,0.061,17226748,8778986,2633122,,,,23533808.74,35979450.82,43165934.43,34226398,CC1=C(C(=O)NC2=CC=CC=C2)S(=O)(=O)CCO1,CC1=C(C(=O)NC2=CC=CC=C2)S(=O)(=O)CCO1,CC1=C(C(=O)NC2=CC=CC=C2)S(=O)(=O)CCO1,CC1=C(C(=O)NC2=CC=CC=C2)S(=O)(=O)CCO1,1.61,2.54,0.49,1.5,1.8653,9.166,254.1977,0,12,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,7.53
Esi+,DTXSID8034871,129630-19-9,Pyraflufen-ethyl,10.16,1,0,0,,,0,0.49,0.122,0.024,27107524,9889788,1844083,,,,55321477.55,81063836.07,76836791.67,71074035.09,CCOC(=O)COC1=C(Cl)C=C(F)C(=C1)C1=NN(C)C(OC(F)F)=C1Cl,CCOC(=O)COC1=C(Cl)C=C(F)C(=C1)C1=NN(C)C(OC(F)F)=C1Cl,CCOC(=O)COC1=C(Cl)C=C(F)C(=C1)C1=NN(C)C(OC(F)F)=C1Cl,CCOC(=O)COC1=C(Cl)C=C(F)C(=C1)C1=NN(C)C(OC(F)F)=C1Cl,1.34,2.14,0,1.45,2.4792,9.822,400.0727096,0,15,2,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,7.85
Esi+,DTXSID8034877,53112-28-0,Pyrimethanil,6.59,1,0,0,,,0,0.49,0.122,0.024,27642254,11226098,1948437,,,,56412763.27,92017196.72,81184875,76538278.33,CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,1.61,1.31,0.24,0.99,1.6236,7.441,186.1485,0,12,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,7.88
Esi+,DTXSID8034956,112281-77-3,Tetraconazole,9.1,1,0,0,,,0,0.49,0.122,0.024,32565764,13944752,3035398,,,,66460742.86,114301245.9,126474916.7,102412301.8,FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,1.2,1.93,0.06,1.13,2.1818,8.453,361.0582128,0,13,2,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,8.01
Esi+,DTXSID8037594,26259-45-0,Secbumeton,6.69,3,0,0,,,0,0.49,0.122,0.024,51077644,13489428,2672518,6406380,2718308,555687,104240089.8,110569082,111354916.7,108721362.8,CCNC1=NC(OC)=NC(NC(C)CC)=N1,CCNC1=NC(OC)=NC(NC(C)CC)=N1,CCNC1=NC(OC)=NC(NC(C)CC)=N1,CCNC1=NC(OC)=NC(NC(C)CC)=N1,1.1,1.24,0.14,1.1,1.8377,7.458,206.1399,0,10,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,8.04
Esi+,DTXSID8037752,744-45-6,Diphenyl isophthalate,10.96,1,0,0,,,0,0.49,0.122,0.024,931412,373633,96894,,,,1900840.816,3062565.574,4037250,3000218.797,O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,2.04,2.13,0,0.83,2.3626,11.216,304.2116,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,6.48
Esi+,DTXSID8037754,101-37-1,"2,4,6-Tris(allyloxy)-1,3,5-triazine",7.9,1,0,0,,,0,0.49,0.122,0.024,28488044,11434128,2381993,,,,58138865.31,93722360.66,99249708.33,83703644.77,C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,1.17,0.8,-0.11,1.34,1.9083,7.195,234.1467,0,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,7.92
Esi+,DTXSID8038801,2312-73-4,N-Benzyl-9-(tetrahydro-2H-pyran-2-yl)adenine,6.35,1,0,0,,,0,0.49,0.122,0.024,42860676,11563456,2113477,,,,87470767.35,94782426.23,88061541.67,90104911.75,C(NC1=NC=NC2=C1N=CN2C1CCCCO1)C1=CC=CC=C1,C(NC1=NC=NC2=C1N=CN2C1CCCCO1)C1=CC=CC=C1,C(NC1=NC=NC2=C1N=CN2C1CCCCO1)C1=CC=CC=C1,C(NC1=NC=NC2=C1N=CN2C1CCCCO1)C1=CC=CC=C1,2.66,2.52,0.19,1.59,2.3262,12.652,290.2148,0,17,0,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,3,7.95
Esi+,DTXSID8038857,71868-10-5,2-Methyl-4'-(methylthio)-2-morpholinopropiophenone,8.83,1,0,0,,,0,0.49,0.122,0.024,54267276,16219876,2547251,,,,110749542.9,132949803.3,106135458.3,116611601.5,CSC1=CC=C(C=C1)C(=O)C(C)(C)N1CCOCC1,CSC1=CC=C(C=C1)C(=O)C(C)(C)N1CCOCC1,CSC1=CC=C(C=C1)C(=O)C(C)(C)N1CCOCC1,CSC1=CC=C(C=C1)C(=O)C(C)(C)N1CCOCC1,1.53,1.64,0,1.26,2.2136,9.351,258.231,0,15,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,8.07
Esi+,DTXSID8040484,66575-29-9,Forskolin,8.42,1,0,0,,,0,0.49,0.122,0.024,1917062,757109,156914,,,,3912371.429,6205811.475,6538083.333,5552088.746,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C,CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C,1.57,0.75,0.92,2.75,3.1645,12.824,380.26296,0,22,0,0,7,0,0,0,4,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,3,0,6.74
Esi+,DTXSID8040723,22978-25-2,2-Chloro-5-nitro-N-phenylbenzamide,5.33,1,0,0,,,0,0.49,0.122,0.024,628869,270764,44359,,,,1283406.122,2219377.049,1848291.667,1783691.613,[O-][N+](=O)C1=CC=C(Cl)C(=C1)C(=O)NC1=CC=CC=C1,[O-][N+](=O)C1=CC=C(Cl)C(=C1)C(=O)NC1=CC=CC=C1,[O-][N+](=O)C1=CC=C(Cl)C(=C1)C(=O)NC1=CC=CC=C1,[O-][N+](=O)C1=CC=C(Cl)C(=C1)C(=O)NC1=CC=CC=C1,2.03,2.27,0.49,0.69,1.8772,9.692,267.6037,2,13,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,6.25
